4271214,Excelsior Cemetery,Excelsior Cemetery,,38.46375,-97.85247,S,CMTY,US,,KS,113,67000,,0,473,473,America/Chicago,"2017-05-23
"
4929396,Atlantic Station (historical),Atlantic Station (historical),,42.28315,-71.03422,S,,US,,MA,021,55745,,0,5,10,America/New_York,"2017-05-23
"
5839524,Spring Creek,Spring Creek,,43.48025,-105.38582,H,STM,US,,WY,009,,,0,1397,1398,America/Denver,"2006-01-15
"
4425565,Elliott Cemetery,Elliott Cemetery,,34.13539,-88.50032,S,CMTY,US,,MS,057,,,0,98,106,America/Chicago,"2010-02-16
"
5047656,Smith Creek,Smith Creek,,47.12161,-93.59717,H,STM,US,,MN,061,,,0,389,391,America/Chicago,"2006-01-15
"
4583126,Italy,Italy,,33.4485,-79.5409,P,PPL,US,,SC,043,,,0,7,9,America/New_York,"2006-01-15
"
4932318,Carmen Park,Carmen Park,,42.36065,-71.05727,L,PRK,US,,MA,025,,,0,7,13,America/New_York,"2006-01-15
"
4874087,Saint Athanasius Church,Saint Athanasius Church,,42.47332,-92.06296,S,CH,US,,IA,019,93294,,0,298,298,America/Chicago,"2017-05-23
"
5772706,Chapel Hill,Chapel Hill,,41.09439,-111.943,P,PPLX,US,,UT,011,,,0,1437,1437,America/Denver,"2007-02-15
"
5687113,Wood Mountain Trail Historical Marker,Wood Mountain Trail Historical Marker,,48.77641,-105.42027,L,PRK,US,,MT,019,,,0,752,750,America/Denver,"2006-01-15
"
5186274,Daly Hollow,Daly Hollow,,41.85351,-77.29461,T,VAL,US,,PA,117,,,0,364,367,America/New_York,"2016-12-07
"
5260275,Little Crab Lake,Little Crab Lake,,46.18344,-89.70876,H,LK,US,,WI,125,,,0,503,503,America/Chicago,"2011-12-12
"
5492338,South Piedra Lisa Trailhead,South Piedra Lisa Trailhead,,35.22365,-106.48252,S,,US,,NM,001,,,0,2120,2121,America/Denver,"2010-02-20
"
5262902,Mill Bluff State Natural Area,Mill Bluff State Natural Area,,43.95358,-90.31402,L,PRK,US,,WI,081,,,0,307,301,America/Chicago,"2006-01-15
"
4239205,Funkhouser School,Funkhouser School,,39.09254,-88.61505,S,SCH,US,,IL,049,73651,,0,175,176,America/Chicago,"2017-05-23
"
4406492,Round Pond (historical),Round Pond (historical),,37.19977,-89.79482,H,LK,US,,MO,031,,,0,111,107,America/Chicago,"2006-01-15
"
4095609,W C Gibson Dam,W C Gibson Dam,,32.13848,-86.16496,S,DAM,US,,AL,101,,,0,92,101,America/Chicago,"2006-01-15
"
5809500,Sandpiper Farms Leveling Pond Dam,Sandpiper Farms Leveling Pond Dam,,45.88152,-119.74781,S,DAM,US,,WA,005,,,0,234,228,America/Los_Angeles,"2006-01-15
"
4193771,Evergreen Cemetery,Evergreen Cemetery,,31.42185,-83.87962,S,CMTY,US,,GA,321,,,0,128,132,America/New_York,"2006-01-15
"
5513307,Sun Valley,Sun Valley,"San Vali,San Vallehj,San-Velli,Shą́ąʼjįʼ Tééh,Sun Valley,san wly  nwada,sanbare,sn faly,Сан Вали,Сан Валлэй,Сан-Велли,Сан-Веллі,سان ولی، نوادا,سن فالى,سن فالي,سن ویلی، نیواڈا,サンバレー",39.5963,-119.77602,P,PPL,US,,NV,031,,,19299,1440,1440,America/Los_Angeles,"2011-05-14
"
4092356,Summerfield Church,Summerfield Church,,32.51597,-87.0411,S,CH,US,,AL,047,,,0,102,107,America/Chicago,"2006-01-15
"
4529370,Anderson Elementary School,Anderson Elementary School,"Anderson Elementary School,Anderson School",36.1736,-96.18501,S,SCH,US,,OK,113,,,0,230,234,America/Chicago,"2013-03-08
"
4889982,Doctors Hospital (historical),Doctors Hospital (historical),,42.00975,-87.6745,S,HSP,US,,IL,031,14000,,0,184,187,America/Chicago,"2017-05-23
"
4984965,Barnard Pond,Barnard Pond,,45.24651,-85.30296,H,LK,US,,MI,029,,,0,221,229,America/Detroit,"2011-12-11
"
4721821,Red Branch,Red Branch,,29.30885,-97.74528,H,STM,US,,TX,177,,,0,94,101,America/Chicago,"2006-01-15
"
4047750,Anona,Anona,,27.8953,-82.83066,P,PPL,US,,FL,103,,,0,5,11,America/New_York,"2006-01-15
"
5495498,Turkey Ridge,Turkey Ridge,,34.21201,-106.21167,T,RDGE,US,,NM,053,,,0,2024,2020,America/Denver,"2006-01-15
"
7122452,Skog Post Office (historical),Skog Post Office (historical),,48.52778,-97.10556,S,PO,US,,MN,089,17414,,0,244,240,America/Chicago,"2017-05-23
"
4198364,Griffin Lake Dam,Griffin Lake Dam,,30.93519,-83.92989,S,DAM,US,,GA,275,,,0,60,74,America/New_York,"2006-01-15
"
4279546,Solomon Valley School,Solomon Valley School,,38.93639,-97.48253,S,SCH,US,,KS,169,17125,,0,361,366,America/Chicago,"2017-05-23
"
4874556,Saint Joseph Church,Saint Joseph Church,,41.53364,-90.57264,S,CH,US,,IA,163,,,0,213,216,America/Chicago,"2006-01-15
"
4847201,Arrowhead Lake,Arrowhead Lake,,42.29915,-95.04388,H,RSV,US,,IA,161,,,0,372,369,America/Chicago,"2006-01-15
"
5648034,Deadmans Basin Dike,Deadmans Basin Dike,,46.32996,-109.5674,S,DAM,US,,MT,107,,,0,1208,1207,America/Denver,"2006-01-15
"
4496108,Uncles Branch,Uncles Branch,,34.31767,-78.9153,H,STM,US,,NC,047,,,0,23,18,America/New_York,"2006-01-15
"
5774320,East Redwood,East Redwood,,40.69772,-111.93605,P,PPLX,US,,UT,035,,,0,1295,1298,America/Denver,"2010-02-18
"
5176554,Weston Elementary School,Weston Elementary School,,41.34505,-83.78855,S,SCH,US,,OH,173,83986,,0,207,208,America/New_York,"2017-05-23
"
4403618,Plattsburg Old Reservoir Dam,Plattsburg Old Reservoir Dam,,39.57833,-94.44856,S,DAM,US,,MO,049,15976,,0,282,281,America/Chicago,"2017-05-23
"
4308947,Sourwood,Sourwood,,37.3312,-83.79853,P,PPL,US,,KY,109,,,0,265,275,America/New_York,"2006-01-15
"
5569234,Parker Creek,Parker Creek,,41.00375,-122.83642,H,STM,US,,CA,105,,,0,1534,1551,America/Los_Angeles,"2006-01-15
"
11381504,Waseca County Jail,Waseca County Jail,,44.07978,-93.50838,S,BLDG,US,,MN,161,68296,,0,351,353,America/Chicago,"2017-05-23
"
4484679,Peru,Peru,,34.55072,-77.36774,P,PPL,US,,NC,133,93160,,0,5,6,America/New_York,"2017-05-23
"
